File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
repo_3\src\slider.c,166,51,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = { key_value_pair.key, strlen(key_value_pair.key) };",1e8fa2c6537e94b35ee7b5d95e718ea891096f3e38abe0f1badb250dd26f4f53,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\slider.c,167,52,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token entry = { key_value_pair.value, strlen(key_value_pair.value) };",8cdabe4bfa2b8b70ecd19a9fa37320562c7bbd0b82b9f07327c5baf31999b181,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,6,20,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,    uint32_t len = strlen(text->string) + 4;,4827311d341889b6c3a50d2567b392400dcf10ad0be0ff3aff45f1f8122b6afe,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,13,13,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",    while (*read) {,e64cbe56b91b77812b0fd814bcfcfc4fde9ff0ff0d439fa3b09d1412fa91d3bf,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
repo_3\src\text.c,14,13,1,1,buffer,read,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).",,,"CWE-120, CWE-20",      if ((*read & 0xC0) != 0x80) counter++; ,7209e8bcf4d4f9f5c2d794777ac2f423011eb1715f516b63fcbd5c60530a5e21,2.0.19,FF1029,https://cwe.mitre.org/data/definitions/120.html
repo_3\src\text.c,102,7,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  if (strlen(text->string) > text->max_chars) {,1044d5506415f38cf971ba50344a758ece7b87a1df54d17b436d439bca6b220e,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,105,10,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  return strlen(text->string) > text->max_chars;,4a35d250991c3df024e7d97014ee494d70bf3bd47dd435c6e884e3768509bddc,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,408,22,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,  char deeper_indent[strlen(indent) + 2];,ecb8c0d1dc3891a4252ae8591284de451aa71095175180d568ba89d851b5a65c,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,409,27,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"  snprintf(deeper_indent, strlen(indent) + 2, ""%s\t"", indent);",8e1fe22381b63c4805f46f62d517b5071b77ad81aa346ef3ac103db75f473095,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,558,51,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,"      struct token subdom = { key_value_pair.key, strlen(key_value_pair.key) };",1e8fa2c6537e94b35ee7b5d95e718ea891096f3e38abe0f1badb250dd26f4f53,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
repo_3\src\text.c,560,30,1,1,buffer,strlen,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).,,,CWE-126,                             strlen(key_value_pair.value) };,b514f5f5d6eb62a0d98f4c98aa3f32cac5c744befceba164189abceeef53f530,2.0.19,FF1022,https://cwe.mitre.org/data/definitions/126.html
